"","Recent.Diversity","Early.Diversity","Percent.Change","Lower.CI","Upper.CI","SE.Percent.Change","Effective.N","Hedges.g.recalc","Hedges.g.SE.recalc","Hedges.g.CI.lower.recalc","Hedges.g.CI.upper.recalc","SD.Percent.Change","CV.Percent.Change","pvalue","pvalue_signed","pvalue_color","HedgesG","HedgesG.err","Gen.interval","N.Loci","Early.Sample.N","Recent.Sample.N","Percent.Change.truncated","Binomen.rotl","PaperID","Z.Year.Midpoint","Z.Gen.interval","totalbp","pvalueconservative"
"579",0.72,0.72,0,-5.94235043171958,5.94235043171958,3.03181144475489,94.9894736842105,0,0.145103289208092,-0.28440244684786,0.28440244684786,20.8648304063435,Inf,1,NA,0,0,0.166666667,0.227272727,12,"96","94",0,"Anarhichas lupus","McCusker and Bentzen - 2010 - Historical influences dominate the population gene.pdf",0.064088609,-0.041559337,12,1
"580",0.73,0.71,2.81690140845071,-5.97485159005892,11.6086544069603,4.48558826454573,46.7889908256881,0.135596849294597,0.206952747765623,-0.270030536326024,0.541224234915218,20.6281380916731,732.298902254394,0.441823999940764,0.441823999940764,0,0.128450503,0.167010407,0.113636364,12,"34","75",2.81690140845071,"Anarhichas lupus","McCusker and Bentzen - 2010 - Historical influences dominate the population gene.pdf",0.068692937,-0.041726466,12,0.443518429399462
"581",0.874,0.896,-2.45535714285715,-5.62053914879011,0.709824863075818,1.61488877853723,34.8857142857143,-0.350546023334147,0.241262905512451,-0.823421318138552,0.122329271470257,6.92683957552808,282.111284530598,0.423341063980563,-0.423341063980563,0,-0.324469914,0.405264036,4.4,5,"37","33",-2.45535714285715,"Kajikia audax","McDowell and Graves - 2008 - Population structure of striped marlin (Kajikia au.pdf",0.05764255,-0.035422378,5,0.426129570698834
"582",0.906,0.913,-0.766703176341731,-3.06192603484578,1.52851968216231,1.17103207066533,44.9347826086956,-0.127238244696044,0.211179868755925,-0.541150787457656,0.286674298065568,5.97537468256055,779.359583596825,0.764340171900196,-0.764340171900196,0,-0.120130834,0.400721571,3.6,5,"39","53",-0.766703176341731,"Kajikia audax","McDowell and Graves - 2008 - Population structure of striped marlin (Kajikia au.pdf",0.055800819,-0.036598963,5,0.765031453026367
"584",0.746,0.752,-0.797872340425533,-3.17014057909948,1.57439589824842,1.21034093809895,123.193548387097,-0.0845024611083802,0.127471616039115,-0.334346828545045,0.165341906328285,9.41318534114831,1179.78589609059,0.458176122376927,-0.458176122376927,0,-0.082498288,0.111205638,1.285714286,18,"134","114",-0.797872340425533,"Rangifer tarandus","McFarlane-2018-Genetic influences on male and.pdf",0.077901593,-0.040002654,18,0.458883799383918
"586",0.618,0.662,-6.64652567975831,-15.8535004475952,2.56044908807857,4.69743610603923,33.3134328358209,-0.344522739630891,0.24682307981155,-0.82829597606153,0.139250496799747,19.068520420049,286.894557228919,0.00256646793724968,-0.00256646793724968,0,-0.339881635,0.112715549,1.285714286,18,"36","31",-6.64652567975831,"Rangifer tarandus","McFarlane-2018-Genetic influences on male and.pdf",0.077901593,-0.040002654,18,0.00365878872391789
"587",0.61938,0.64013,-3.24152906440878,-12.8862786499708,6.4032205211532,4.92079060487856,35.5733333333333,-0.150163375336893,0.237428338628921,-0.615522919049578,0.315196168375791,21.3641391038598,659.075969376089,0.561478523103682,-0.561478523103682,0,-0.145546082,0.250661989,8.769230769,8,"29","46",-3.24152906440878,"Thymallus thymallus","Meldgaard et al. - 2003 - Fragmentation by weirs in a riverine system A stu.pdf",0.006074078,-0.028996416,8,0.56326679194666
"588",0.68263,0.6795,0.460632818248707,-7.3488813013495,8.27014693784691,3.98444597938684,20.4590163934426,0.0402269751234515,0.312681426165565,-0.572628620161055,0.653082570407958,11.3046630500246,2454.15927875137,0.885143967868034,0.885143967868034,0,0.036118759,0.250040768,8.769230769,8,"13","48",0.460632818248707,"Thymallus thymallus","Meldgaard et al. - 2003 - Fragmentation by weirs in a riverine system A stu.pdf",0.006074078,-0.028996416,8,0.885636272772562
"591",0.2,0.337,-40.6528189910979,-43.4310598417874,-37.8745781404084,1.41746982178035,270,-2.46492566773238,0.114163051635572,-2.6886852489381,-2.24116608652666,16.4695110405207,40.5125928514997,3.93353571936927e-10,-3.93353571936927e-10,-1,-2.350826954,0.375732982,5,13,"270","270",-40.6528189910979,"Cakile maritima","Mhemmed et al. - 2008 - Does habitat fragmentation reduce genetic diversit.pdf",0.063167744,-0.03453994,13,8.03319633035926e-10
"NA.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"597",0.41,0.40667,0.818845747166007,0.452580545726419,1.1851109486056,0.186870000734484,162.994047619048,0.457116776508934,0.112166540416133,0.237270357293313,0.676963195724556,1.78730181509192,218.270879622652,0.517657046309086,0.517657046309086,0,0.38421587,0.59387775,2,14,"139","197",0.818845747166007,"Batillaria attramentaria","Miura et al. - 2017 - Ecological and genetic impact of the 2011 Tohoku E.pdf",0.076980727,-0.038952132,14,0.518101408279294
"606",0.89465,0.90093,-0.69705748504324,-3.70842523490866,2.31431026482218,1.53641211727827,294.996610169492,-0.0371982329363854,0.0823462904868614,-0.198596962290634,0.124200496417863,18.7150826255004,2684.8693295847,0.285195951786326,-0.285195951786326,0,-0.178832019,0.167332935,0.666666667,12,"296","294",-0.69705748504324,"Sicyopterus stimpsoni","Moody et al. - 2015 - Local adaptation despite high gene flow in the wat.pdf",0.076980727,-0.040913107,12,0.285634491959007
"607",0.55,0.54,1.85185185185185,-1.31900540096969,5.02270910467339,1.61778431266405,288.719723183391,0.0948656321674197,0.0832761568144247,-0.0683556351888527,0.258086899523692,19.4953588265267,1052.74937663244,0.518390781180243,0.518390781180243,0,0.092359513,0.143009469,0.5,14,"280","298",1.85185185185185,"Noccaea caerulescens","Mousset et al. - 2016 - Lower selfing rates in metallicolous populations t.pdf",0.081585055,-0.041158229,14,0.518647978938668
"608",0.63,0.63,0,-1.12099683431307,1.12099683431307,0.571937160363813,246.474645030426,0,0.0900801027573005,-0.176557001404309,0.176557001404309,6.34920634920635,Inf,1,NA,0,0,0.142857143,0.5,14,"249","244",0,"Noccaea caerulescens","Mousset et al. - 2016 - Lower selfing rates in metallicolous populations t.pdf",0.081585055,-0.041158229,14,1
"620",0.807,0.805,0.248447204968944,-0.784543571025316,1.2814379809632,0.527036110201153,49.4949494949495,0.0940164372451389,0.201128827213749,-0.30019606409381,0.488228938584087,2.62210805756043,1055.39849316807,0.145059349891365,0.145059349891365,0,0.146109519,0.10026685,0.25,20,"49","50",0.248447204968944,"Oncorhynchus mykiss","Narum et al. - 2006 - Small-scale genetic structure and variation in ste.pdf",0.063167744,-0.041525911,20,0.148289126208234
"621",0.9112,0.907,0.46306504961411,-1.25943744040273,2.18556753963095,0.878827801029,25.3846153846154,0.135938956271136,0.28100812323619,-0.414836965271796,0.686714877814068,3.35506599417679,724.534489694848,0.747616529444485,0.747616529444485,0,0.12898116,0.400831807,3,5,"22","30",0.46306504961411,"Cellana grata","Ng et al. - 2010 - Temporal genetic variation in populations of the l.pdf",0.063167744,-0.037481402,5,0.748957984117383
"622",0.911,0.9078,0.352500550782108,-0.910562211982578,1.61556331354679,0.644419776920758,24.6153846153846,0.153922805869315,0.28544318157113,-0.405545830010099,0.71339144174873,2.25558824870872,639.88219130556,0.725137869866212,0.725137869866212,0,0.140989668,0.400993904,3,5,"20","32",0.352500550782108,"Cellana grata","Ng et al. - 2010 - Temporal genetic variation in populations of the l.pdf",0.063167744,-0.037481402,5,0.726615316001672
"623",0.9172,0.9096,0.835532102022873,-0.459592120463984,2.13065632450973,0.660777664534111,24.6153846153846,0.300355371409688,0.28656140013856,-0.261304972861888,0.862015715681265,2.73987489161081,327.919763343313,0.461439895357923,0.461439895357923,0,0.297858168,0.404435974,3,5,"20","32",0.835532102022873,"Cellana grata","Ng et al. - 2010 - Temporal genetic variation in populations of the l.pdf",0.063167744,-0.037481402,5,0.464881458745452
"624",0.9122,0.9052,0.773309765797614,-0.579973663251117,2.12659319484635,0.690450729106496,25.4545454545455,0.38089378724053,0.282648789779433,-0.173097840727158,0.934885415208218,2.00138428547316,258.807579315758,0.442868335434403,0.442868335434403,0,0.310645981,0.404825046,3,5,"20","35",0.773309765797614,"Cellana grata","Ng et al. - 2010 - Temporal genetic variation in populations of the l.pdf",0.063167744,-0.037481402,5,0.446273467731115
"626",0.782,0.722,8.31024930747923,-0.0631657879609566,16.6836644029194,4.27215055889806,14.4827586206897,0.69321911912299,0.382597216778849,-0.0566714257635544,1.44310966400953,11.6518016317309,140.210012968495,0.0594026058151718,0.0594026058151718,0,0.662920475,0.351644315,4.657534247,6,"15","14",8.31024930747923,"Salmo salar","Nielsen et al. - Genetic Variation in Time and Space Microsatellit.pdf",-0.086012479,-0.035043615,6,0.0702074470726721
"627",0.72,0.728,-1.0989010989011,-9.42949399364005,7.23169179583785,4.25030249731579,27.7586206896552,-0.069352216360101,0.268497956472499,-0.595608211046199,0.456903778325997,15.6320552239716,1422.51702538142,0.846729795085521,-0.846729795085521,0,-0.064464347,0.333506486,10.68493151,6,"23","35",-1.0989010989011,"Salmo salar","Nielsen et al. - Genetic Variation in Time and Space Microsatellit.pdf",-0.065753437,-0.026178935,6,0.847429164880557
"632",0.662,0.804,-17.6616915422886,-27.0092206000587,-8.31416248451844,4.76914747845414,37.4933333333333,-0.837699681733009,0.240875669615153,-1.30981599417871,-0.365583369287309,20.8662037591764,118.143857904069,0.00979001682398284,-0.00979001682398284,0,-0.796586266,0.308376774,13,7,"37","38",-17.6616915422886,"Menidia conchorum","O_Leary-2016-Population genetics and geometric.pdf",0.068692937,-0.022774093,7,0.0117920042609034
"635",0.664,0.709,-6.34696755994357,-9.14561179049439,-3.54832332939276,1.4278797094647,37.0526315789474,-0.902393925686261,0.243586959664966,-1.37982436662959,-0.424963484742928,6.96195081582898,109.689402853839,0.0148496806371958,-0.0148496806371958,0,-0.892938975,0.366555834,5.333333333,6,"32","44",-6.34696755994357,"Xerospermophilus perotensis","Ochoa et al. - 2012 - Spatiotemporal population genetics of the endanger.pdf",0.056721685,-0.034049696,6,0.0172565938208082
"636",0.649,0.63,3.01587301587302,1.69594035765813,4.33580567408791,0.673435029701474,134.492753623188,0.530899412156419,0.124021349227789,0.287817567669953,0.773981256642885,5.6651227731817,187.843544584446,4.44089209850063e-16,4.44089209850063e-16,1,1.701080602,0.209493754,1.896551724,13,"160","116",3.01587301587302,"Cynoscion nebulosus","O'Donnell et al. - 2016 - Effects of Cold Winters on the Genetic Diversity o.pdf",0.068692937,-0.039104277,13,1.59872115546023e-14
"637",0.23,0.254,-9.44881889763779,-11.2786073379367,-7.6190304573389,0.933565530764744,204.878048780488,-0.998160637645616,0.104770868247339,-1.2035115394104,-0.792809735880832,9.4488188976378,100,0.112072480946677,-0.112072480946677,0,-0.869565217,0.547258979,3.063829787,16,"200","210",-9.44881889763779,"Camellia japonica","Oh et al. - 1996 - Temporal genetic structure in Camellia japonica (T.pdf",-0.024314486,-0.037387525,16,0.112847056095787
"638",0.73,0.74,-1.35135135135135,-6.17196465641548,3.46926195371277,2.45949658421639,80,-0.0864614163090991,0.158187740285378,-0.396509387268441,0.223586554650242,15.5552222070559,1151.08644332213,0.394928424759188,-0.394928424759188,0,-0.085148466,0.100090628,1.896551724,20,"80","80",-1.35135135135135,"Loxodonta africana","Okello et al. - 2008 - Effective population size dynamics reveal impacts .pdf",0.024491389,-0.039104277,20,0.396215813350125
"639",0.84,0.84,0,-4.28250026054082,4.28250026054082,2.18494911252082,85.4970760233918,0,0.152946437876458,-0.299775018237857,0.299775018237857,14.2857142857143,Inf,1,NA,0,0,0.142857143,0.243902439,12,"85","86",0,"Gadus chalcogrammus","O'Reilly et al. - 2004 - Inverse relationship between F-ST and microsatelli.pdf",0.053959088,-0.041534879,12,1
"640",0.85,0.86,-1.16279069767442,-4.80330579299338,2.47772439764454,1.85740566087702,86.8965517241379,-0.0948722517491091,0.151795050061608,-0.392390549869862,0.202646046371643,12.2028621403429,1049.44614406949,0.518390781180243,-0.518390781180243,0,-0.092359513,0.143009469,0.243902439,12,"84","90",-1.16279069767442,"Gadus chalcogrammus","O'Reilly et al. - 2004 - Inverse relationship between F-ST and microsatelli.pdf",0.053959088,-0.041534879,12,0.519251463118225
"641",0.85,0.86,-1.16279069767442,-4.61830736142942,2.29272596608058,1.76301870599745,87,-0.0995633187772927,0.151713516078995,-0.396921810292123,0.197795172737538,11.6279069767442,999.999999999999,0.497257088064595,-0.497257088064595,0,-0.097087379,0.143025464,0.243902439,12,"87","87",-1.16279069767442,"Gadus chalcogrammus","O'Reilly et al. - 2004 - Inverse relationship between F-ST and microsatelli.pdf",0.053959088,-0.041534879,12,0.498169434018527
"642",0.49,0.458,6.98689956331877,2.06749613205163,11.9063029945859,2.50989970983017,16.8,0.839033467129061,0.357557454872153,0.138220855579642,1.53984607867848,8.16187584584122,116.816848043603,0.00600631399766205,0.00600631399766205,0,0.825599962,0.300498288,49,41,"28","12",6.98689956331877,"Daphnia magna","Orsini et al. - 2016 - Temporal genetic stability in natural populations .pdf",0.011599271,0.03017222,41,0.00913328337851516
"652",0.774,0.763,1.44167758846658,-0.487621891162294,3.37097706809546,0.984336469198405,594.706867671692,0.0853719585404644,0.0580176993144882,-0.0283427321159325,0.199086649196861,16.8763880671551,1170.60764502176,0.747550099312055,0.747550099312055,0,0.080533092,0.250202674,2,8,"560","634",1.44167758846658,"Penaeus esculentus","Ovenden et al. - 2007 - The genetic effective and adult census size of an .pdf",0.062246878,-0.038952132,8,0.747606534797701
"653",0.692,0.58,19.3103448275862,15.2964569166203,23.3242327385521,2.04790199539075,90.6122448979592,1.2249761329023,0.158538489767457,0.914240692958088,1.53571157284652,15.7151499535065,81.3820265449443,1.6670968072674e-07,1.6670968072674e-07,1,1.251535361,0.239158519,1.6,10,"185","60",19.3103448275862,"Peromyscus maniculatus","Ozer-2011-Genetic impacts of Anacapa deer mice.pdf",0.064088609,-0.039540425,10,3.60296839918561e-07
"654",0.666,0.698,-4.58452722063036,-8.52154818822116,-0.647506253039563,2.00868416713816,103.37182448037,-0.389339599897055,0.139723557799011,-0.663197773183116,-0.115481426610994,11.7546349668217,256.397975213799,0.100139099018244,-0.100139099018244,0,-0.333405061,0.202778973,1.2,10,"373","60",-4.58452722063036,"Peromyscus maniculatus","Ozer-2011-Genetic impacts of Anacapa deer mice.pdf",0.065009475,-0.040128717,10,0.100868267528583
"655",0.697,0.712,-2.10674157303371,-6.75346700175501,2.53998385568759,2.37077827995985,103.058823529412,-0.128136076529853,0.139376142122729,-0.401313315090401,0.145041162030696,16.4122709515083,779.035794498259,0.546952250544299,-0.546952250544299,0,-0.120686001,0.200364128,1.2,10,"365","60",-2.10674157303371,"Peromyscus maniculatus","Ozer-2011-Genetic impacts of Anacapa deer mice.pdf",0.065009475,-0.040128717,10,0.547274990281842
"656",0.71,0.71,0,-8.13941530634353,8.13941530634353,4.15276291139976,53.8392857142857,0,0.192737114631694,-0.377764744678119,0.377764744678119,22.2695609871013,Inf,1,NA,0,0,0.117647059,3.835616438,17,"45","67",0,"Salmo salar","Ozerov et al. - 2016 - Genomewide introgressive hybridization patterns in.pdf",0.066851206,-0.036252435,17,1
"657",0.73,0.7,4.28571428571429,-3.98662796517146,12.5580565366,4.22058278106416,68.8590604026846,0.17755513470871,0.170735543077425,-0.157086529723043,0.512196799140464,24.0140120603064,560.326948073816,0.146316000362616,0.146316000362616,0,0.171530651,0.118079747,4.109589041,17,"54","95",4.28571428571429,"Salmo salar","Ozerov et al. - 2016 - Genomewide introgressive hybridization patterns in.pdf",0.06593034,-0.035849495,17,0.148447240813153
"658",0.73,0.59,23.728813559322,14.5478863193421,32.9097407993019,4.68414655101015,89.2146596858639,0.821187958914539,0.155509336156326,0.51638966004814,1.12598625778094,28.7808979982706,121.290927278426,1.07774345003975e-09,1.07774345003975e-09,1,0.770593304,0.126379618,4.109589041,17,"71","120",23.728813559322,"Salmo salar","Ozerov et al. - 2016 - Genomewide introgressive hybridization patterns in.pdf",0.06593034,-0.035849495,17,5.94635629624918e-09
"660",0.9,0.9,0,-1.17521087800755,1.17521087800755,0.599597386738545,46.468085106383,0,0.207461545931512,-0.406624630025764,0.406624630025764,2.77294265178357,Inf,1,NA,0,0,0.285714286,0.5,7,"42","52",0,"Oncorhynchus mykiss","Papa et al. - 2007 - Assessment of genetic variation between reproducti.pdf",0.060405147,-0.041158229,7,1
"662",0.8118,0.8192,-0.903320312500009,-7.93050856712973,6.12386794212971,3.58530012991312,103.584905660377,-0.0345643126721704,0.138962765126904,-0.306931332320902,0.237802706976561,26.0410305808357,2882.81246646222,0.909103726049881,-0.909103726049881,0,-0.03262409,0.285752298,1,7,"90","122",-0.903320312500009,"Chionodraco rastrospinosus","Papetti et al. - 2012 - Population genetic structure and gene flow pattern.pdf",0.056721685,-0.040422863,7,0.909212804980773
"663",0.82,0.818,0.244498777506113,-4.13801474002507,4.62701229503729,2.23597628445468,39.4545454545455,0.0244903332227615,0.22515557001091,-0.416814583998623,0.465795250444146,9.88617616115411,4043.44604991203,0.955570428413841,0.955570428413841,0,0.022286591,0.400024835,1.333333333,5,"37.2","42",0.244498777506113,"Botryllus schlosseri","Paz et al. - 2003 - Genetic structure of Botryllus schlosseri (Tunicat.pdf",0.051196491,-0.03993262,5,0.955714366197629
"664",0.32583,0.32117,1.45094498240807,0.763709615534325,2.13818034928181,0.350630289221298,227.882096069869,0.383245514903364,0.0945347266342359,0.197957450700262,0.568533579106467,3.77971090161731,260.499946410393,0.292983026652671,0.292983026652671,0,0.356089329,0.33861665,3,19,"245","213",1.45094498240807,"Aricia artaxerxes","Pecsenye et al. - 2014 - Loss of genetic variation in declining populations.pdf",0.065009475,-0.037481402,19,0.293539975312253
"665",0.185,0.187,-1.06951871657754,-1.52337160198329,-0.615665831171792,0.23155759459477,384,-0.333006856023507,0.0726672530474895,-0.475434671996586,-0.190579040050427,3.20855614973262,300,0.0566045661670733,-0.0566045661670733,0,-0.32183908,0.168824592,1.041666667,465,"384","384",-1.06951871657754,"Polylepis tarapacana","Peng et al. - 2015 - Pleistocene climatic oscillations rather than rece.pdf",-0.009580637,-0.040361583,465,0.0569785297206113
"666",0.198,0.198,0,-0.505155712947709,0.505155712947709,0.257732506605974,384,0,0.0721687836487032,-0.141450815951458,0.141450815951458,3.57124636962903,Inf,1,NA,0,0,0.285714286,1.041666667,465,"384","384",0,"Polylepis tarapacana","Peng et al. - 2015 - Pleistocene climatic oscillations rather than rece.pdf",-0.009580637,-0.040361583,465,1
"667",0.196,0.194,1.03092783505155,0.473252213337547,1.58860345676555,0.284528378425511,384,0.261232070311391,0.0724759397691132,0.119179228363929,0.403284912258853,3.94254086102535,382.426463519459,0.266119815774143,0.266119815774143,0,0.249036362,0.223944975,1.041666667,465,"384","384",1.03092783505155,"Polylepis tarapacana","Peng et al. - 2015 - Pleistocene climatic oscillations rather than rece.pdf",-0.009580637,-0.040361583,465,0.266468703515372
"668",0.185,0.185,0,-0.774097493622305,0.774097493622305,0.394947700827707,384,0,0.0721687836487032,-0.141450815951458,0.141450815951458,5.47255587332881,Inf,1,NA,0,0,0.5,1.041666667,465,"384","384",0,"Polylepis tarapacana","Peng et al. - 2015 - Pleistocene climatic oscillations rather than rece.pdf",-0.009580637,-0.040361583,465,1
"679",0.67,0.79,-15.1898734177215,-23.1494003902459,-7.23034644519709,4.06098314924716,24.4285714285714,-0.846142614083995,0.297092277130773,-1.42844347726031,-0.263841750907681,17.7014151589899,116.53431646335,5.46056392081162e-06,-5.46056392081162e-06,-1,-0.91265735,0.200748715,18.5,11,"18","38",-15.1898734177215,"Martes martes","Pertoldi et al. - 2008 - Spatio-temporal population genetics of the Danish .pdf",-0.017407994,-0.014685073,11,3.12023401745076e-05
"681",0.7,0.81,-13.5802469135803,-18.0282160595772,-9.13227776758331,2.26937201326375,19.4871794871795,-1.90325228568039,0.386098705674624,-2.66000574880266,-1.14649882255813,6.9896666445505,51.4693634735082,0.000130188359771966,-0.000130188359771966,0,-1.781102439,0.465513579,25,6,"20","19",-13.5802469135803,"Caenorhabditis elegans","Petersen et al. - 2015 - Ten years of life in compost temporal and spatial.pdf",0.079743324,-0.005125322,6,0.000484754137140886
"684",0.9082,0.8968,1.27118644067796,-0.486388070569676,3.0287609519256,0.89672168941206,73.7349397590361,0.208458087107245,0.164958908789513,-0.1148613741202,0.53177754833469,6.07950821045612,478.254645889216,0.620559405905447,0.620559405905447,0,0.199003344,0.401980117,0.222222222,5,"204","45",1.27118644067796,"Merluccius merluccius","Pita-2011-What can gene flow and recruitment d.pdf",0.060405147,-0.041566765,5,0.620999500718639
"685",0.8916,0.906,-1.58940397350994,-4.4031942043277,1.22438625730782,1.43560726062131,61.8682634730539,-0.244897903467965,0.18029508494876,-0.598276269967534,0.108480463031604,6.46052262869661,406.47454872216,0.623100889493126,-0.623100889493126,0,-0.197543059,0.401951163,0.222222222,5,"126","41",-1.58940397350994,"Merluccius merluccius","Pita-2011-What can gene flow and recruitment d.pdf",0.060405147,-0.041566765,5,0.623754002671394
"686",0.8912,0.91,-2.06593406593407,-4.28566962922807,0.153801497359928,1.13251814453775,46.3157894736842,-0.345436451295868,0.209308030328878,-0.755680190740468,0.0648072881487325,5.9322876666468,287.14796684301,0.418815712779661,-0.418815712779661,0,-0.327732911,0.405370443,0.222222222,5,"40","55",-2.06593406593407,"Merluccius merluccius","Pita-2011-What can gene flow and recruitment d.pdf",0.060405147,-0.041566765,5,0.420879067271419
"687",0.9028,0.9074,-0.506942913819698,-2.00428291842252,0.990397090783128,0.763948981940217,97.2923076923077,-0.0944093503018183,0.143455442240528,-0.375582017093253,0.186763316489616,5.34873263807719,1055.09565125898,0.830368135305636,-0.830368135305636,0,-0.085770578,0.40036783,0.111111111,5,"93","102",-0.506942913819698,"Merluccius merluccius","Pita-2011-What can gene flow and recruitment d.pdf",0.061326012,-0.04173018,5,0.830594303346043
"688",0.9082,0.9028,0.598139122729282,-1.95014749122707,3.14642573668563,1.30014623161038,48.9795918367347,0.0918121271969591,0.202178982133403,-0.30445867778451,0.488082932178429,6.46378619041207,1080.64929124149,0.834247674383003,0.834247674383003,0,0.083776204,0.400350923,1.111111111,5,"48","50",0.598139122729282,"Merluccius merluccius","Pita-2016-Genetic inference of demographic con.pdf",0.067772071,-0.040259449,5,0.834691080271858
"689",0.8976,0.9036,-0.664010624169987,-2.59841288205373,1.27039163371376,0.986939927491707,71.4529914529915,-0.131064768856108,0.167413069065351,-0.459194384224195,0.19706484651198,5.04988280412933,760.512350301877,0.785185391711825,-0.785185391711825,0,-0.109189642,0.400596119,1.111111111,5,"190","44",-0.664010624169987,"Merluccius merluccius","Pita-2016-Genetic inference of demographic con.pdf",0.067772071,-0.040259449,5,0.785427833962861
"692",0.79833,0.79856,-0.0288018433179803,-6.51555663015196,6.457952943516,3.30956876879285,58.6776859504132,-0.0015736702888922,0.184619926539551,-0.363428726306412,0.360281385728627,18.1867428908995,63144.3713171856,0.994545439898094,-0.994545439898094,0,-0.001519185,0.222222286,7.034220532,9,"50","71",-0.0288018433179803,"Gadus morhua","Poulsen et al. - 2006 - Long-term stability and effective population size .pdf",0.028174852,-0.031548149,9,0.994556887251167
"708",0.622,0.651,-4.45468509984639,-10.1693196537964,1.2599494541036,2.91562987446429,47.3684210526316,-0.309803688644281,0.206706002099089,-0.714947452758496,0.0953400754699328,14.2627849487042,320.174931089878,0.241431692557586,-0.241431692557586,0,-0.296062639,0.252739159,3.373493976,8,"45","50",-4.45468509984639,"Oryctolagus cuniculus","Queney et al. - 2000 - Absence of a genetic bottleneck in a wild rabbit (.pdf",0.038304373,-0.036932092,8,0.244424179669503
"709",0.778,0.768,1.30208333333333,-2.307107528973,4.91127419563967,1.84142390933997,504.80198019802,0.0444575652990289,0.0629517914442747,-0.0789279459317495,0.167843076529807,29.2664313089908,2247.66192453049,0.134350669196142,0.134350669196142,0,0.302866029,0.202293196,0.318181818,10,"515","495",1.30208333333333,"Balaenoptera acutorostrata","Quintela et al. - 2014 - Investigating Population Genetic Structure in a Hi.pdf",0.072376399,-0.041425634,10,0.134663718649281
"724",0.895,0.86,4.06976744186047,0.444903865630602,7.69463101809034,1.84942019195401,84.4733727810651,0.333967401013858,0.15493896431128,0.0302870309637499,0.637647771063967,12.1313117042957,298.083659019837,0.688565478837999,0.688565478837999,0,0.269629926,0.672725025,0.163934426,3,"86","83",4.06976744186047,"Epinephelus polyphekadion","Rhodes et al. - 2003 - Genetic structure of camouflage grouper, Epinephel.pdf",0.053959088,-0.041652491,3,0.689077793132716
"725",0.847,0.844,0.355450236966825,-3.62489537374139,4.33579584767504,2.03078857689195,29.9666666666667,0.0461495639920705,0.258376801052824,-0.460268966071465,0.552568094055606,7.60210866094815,2138.72656994674,0.807931938557025,0.807931938557025,0,0.044209858,0.181862603,0.192307692,11,"29","31",0.355450236966825,"Salminus brasiliensis","Ribolli et al. - 2017 - Isolation-by-time population structure in potamodr.pdf",0.077901593,-0.041610761,11,0.808789632432314
"727",0.849,0.866,-1.96304849884527,-6.55538187459233,2.6292848769018,2.34302723252401,20.952380952381,-0.25850131575803,0.310241932254384,-0.866575502976623,0.349572871460563,7.45067715526253,379.546259791608,0.00342458786993416,-0.00342458786993416,0,-0.256599846,0.087672212,7,23,"22","20",-1.96304849884527,"Myodes glareolus","Rikalainen et al. - 2012 - Maintenance of genetic diversity in cyclic populat.pdf",0.063167744,-0.031598478,23,0.00562367053154134
"729",0.81,0.836,-3.11004784688994,-7.18258098028692,0.962485286507041,2.07782302724336,50,-0.297059523042207,0.201100029341495,-0.691215580551538,0.097096534467124,10.3891151362168,334.05000976451,0.502956880558691,-0.502956880558691,0,-0.270386403,0.40365544,4,5,"50","50",-3.11004784688994,"Penaeus notialis","Robainas-Barcia et al. - 2008 - Spatiotemporal genetic differentiation of Cuban na.pdf",0.060405147,-0.036010671,5,0.504532143402671
"730",0.81,0.844,-4.02843601895734,-8.47597136222225,0.419099324307575,2.26915068533924,50,-0.352336874631287,0.201545792231256,-0.747366627404549,0.0426928781419756,11.3457534266962,281.641643886224,0.428608889543828,-0.428608889543828,0,-0.320700374,0.405142437,4,5,"50","50",-4.02843601895734,"Penaeus notialis","Robainas-Barcia et al. - 2008 - Spatiotemporal genetic differentiation of Cuban na.pdf",0.060405147,-0.036010671,5,0.430520645580589
"731",0.844,0.796,6.03015075376884,1.10033981796909,10.9599616895686,2.51520966112232,37.5,0.515182977542158,0.234504088899353,0.0555549632994251,0.97481099178489,11.5919631612661,192.233389090996,0.23934307102388,0.23934307102388,0,0.484459992,0.411735074,4,5,"30","50",6.03015075376884,"Penaeus notialis","Robainas-Barcia et al. - 2008 - Spatiotemporal genetic differentiation of Cuban na.pdf",0.053038222,-0.036010671,5,0.242921424858532
