"","PaperID","RowID","Citation","Journal","ISO.Abbreviation","WOS.Category","JIF.Category.Percentile.2020","Publication_Year","Binomen.rotl","ott_id","Subspecies","Common.Name","Kingdom","Phylum","Class","Order","Family","Invasive_100","Red.List.status","Threat","Domestic.Pest.Pathogen.Status","Gen.length","Realm","Location","Eco_D","Eco_E","Eco_F","Eco_H","Eco_I","Eco_L","Eco_N","Eco_O","Eco_S","Eco_U","Eco_V","Eco_X","Ecological.Disturbance.Any","Cons_A","Cons_B","Cons_E","Cons_F","Cons_I","Cons_L","Cons_N","Cons_P","Cons_R","Cons_S","Cons_T","Cons_U","Management.intensity","Conservation.Action.Any","Conservation.Action.Legal","Early.Sampling.Year","Recent.Sampling.Year","Interval","Year.Midpoint","Z.Year","Z.Year.Midpoint","Study.Duration","Gen.interval","Z.Gen.interval","Early.Sample.N","Recent.Sample.N","Total.N","AR.N","Genome","Marker.Type","Marker.Type.2","Marker.Type.Grouped","N.bp","N.Loci","N.Loci.BP","Diversity.Type","Other.Direction","Diversity.Type.Group","Error.Type","Statistical.Method","Statistic.Type","Statistic","Error","Early.Diversity","Early.Error","Recent.Diversity","Recent.Error","Did.You.Calculate.Mean.and.or.SD.","Number.of.Datapoints.in.Calculation.Early","Number.of.Datapoints.in.Calculation.Recent","Model.Type","Early.Ne","Early.Ne.Error","Recent.Ne","Recent.Ne.Error","Ne.Type","Xa.Gens","Xa.Gens.Error","Xa.Years","Xa.Years.Error","Mu","Mu.Error","Early.Year.Calculated","ES.Early.N","ES.Recent.N","ES.Total.N","ES.Early.SD","ES.Recent.SD","HedgesG","HedgesG.err","Extreme.Value","observation","M.Gen.interval","M.Year.Midpoint"
"3633","Triest and Fenart - 2014 - Clonal diversity and spatial genetic structure of .pdf","2524","Triest, L., & FÈnart, S. (2014). Clonal diversity and spatial genetic structure of Potamogeton pectinatus in managed pond and river populations. Hydrobiologia, 737, 145 to 161. doi: 10.1007/s10750-013-1583-9","Hydrobiologia","Hydrobiologia","Marine & Freshwater Biology",74.09,2014,"Stuckenia pectinata",1087473,NA,"fennel pondweed","Plantae","Tracheophyta","Liliopsida","Alismatales","Potamogetonaceae","N","LC","Non-threatened",NA,10,"Palearctic","PondP1",0,0,0,0,0,1,0,0,0,0,0,0,"Any",0,0,0,0,0,0,1,0,0,0,0,0,"None","None","None",2005,2006,1,2005.5,0.308021646,0.068692937,"Short",0.1,-0.041746521,30,26,NA,26,"Nuclear","Microsatellite",NA,"Microsatellite",NA,9,NA,"AR",NA,"Group1","SD",2,NA,NA,NA,3.71,"1.07708",3.05,"0.94281","Yes",9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",9,9,NA,1.07708,0.94281,-0.621011297,0.232934862,NA,3633,-2.3,5
"3634","Triest and Fenart - 2014 - Clonal diversity and spatial genetic structure of .pdf","2530","Triest, L., & FÈnart, S. (2014). Clonal diversity and spatial genetic structure of Potamogeton pectinatus in managed pond and river populations. Hydrobiologia, 737, 145 to 161. doi: 10.1007/s10750-013-1583-9","Hydrobiologia","Hydrobiologia","Marine & Freshwater Biology",74.09,2014,"Stuckenia pectinata",1087473,NA,"fennel pondweed","Plantae","Tracheophyta","Liliopsida","Alismatales","Potamogetonaceae","N","LC","Non-threatened",NA,10,"Palearctic","RiverR3",0,0,0,0,0,1,0,0,0,0,0,0,"Any",0,0,0,0,0,0,1,0,0,0,0,0,"None","None","None",2005,2006,1,2005.5,0.308021646,0.068692937,"Short",0.1,-0.041746521,29,39,NA,29,"Nuclear","Microsatellite",NA,"Microsatellite",NA,9,NA,"AR",NA,"Group1","SD",2,NA,NA,NA,2.78,"0.79228",2.56,"0.70247","Yes",9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",9,9,NA,0.79228,0.70247,-0.279841626,0.224397537,NA,3634,-2.3,5
"3635","Triest and Fenart - 2014 - Clonal diversity and spatial genetic structure of .pdf","2525","Triest, L., & FÈnart, S. (2014). Clonal diversity and spatial genetic structure of Potamogeton pectinatus in managed pond and river populations. Hydrobiologia, 737, 145 to 161. doi: 10.1007/s10750-013-1583-9","Hydrobiologia","Hydrobiologia","Marine & Freshwater Biology",74.09,2014,"Stuckenia pectinata",1087473,NA,"fennel pondweed","Plantae","Tracheophyta","Liliopsida","Alismatales","Potamogetonaceae","N","LC","Non-threatened",NA,10,"Palearctic","PondP1",0,0,0,0,0,1,0,0,0,0,0,0,"Any",0,0,0,0,0,0,1,0,0,0,0,0,"None","None","None",2005,2006,1,2005.5,0.308021646,0.068692937,"Short",0.1,-0.041746521,30,26,NA,NA,"Nuclear","Microsatellite",NA,"Microsatellite",NA,9,NA,"He",NA,"Group2","SD",2,NA,NA,NA,0.581,"0.22606",0.558,"0.18787","Yes",9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",9,9,NA,0.22606,0.18787,-0.105390396,0.222530754,NA,3635,-2.3,5
"3636","Triest and Fenart - 2014 - Clonal diversity and spatial genetic structure of .pdf","2527","Triest, L., & FÈnart, S. (2014). Clonal diversity and spatial genetic structure of Potamogeton pectinatus in managed pond and river populations. Hydrobiologia, 737, 145 to 161. doi: 10.1007/s10750-013-1583-9","Hydrobiologia","Hydrobiologia","Marine & Freshwater Biology",74.09,2014,"Stuckenia pectinata",1087473,NA,"fennel pondweed","Plantae","Tracheophyta","Liliopsida","Alismatales","Potamogetonaceae","N","LC","Non-threatened",NA,10,"Palearctic","RiverR1",0,0,0,0,0,1,0,0,0,0,0,0,"Any",0,0,0,0,0,0,1,0,0,0,0,0,"None","None","None",2005,2006,1,2005.5,0.308021646,0.068692937,"Short",0.1,-0.041746521,7,18,NA,NA,"Nuclear","Microsatellite",NA,"Microsatellite",NA,9,NA,"He",NA,"Group2","SD",2,NA,NA,NA,0.56,"0.13028",0.567,"0.15007","Yes",9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",9,9,NA,0.13028,0.15007,0.047441545,0.222284742,NA,3636,-2.3,5
"3637","Triest and Fenart - 2014 - Clonal diversity and spatial genetic structure of .pdf","2529","Triest, L., & FÈnart, S. (2014). Clonal diversity and spatial genetic structure of Potamogeton pectinatus in managed pond and river populations. Hydrobiologia, 737, 145 to 161. doi: 10.1007/s10750-013-1583-9","Hydrobiologia","Hydrobiologia","Marine & Freshwater Biology",74.09,2014,"Stuckenia pectinata",1087473,NA,"fennel pondweed","Plantae","Tracheophyta","Liliopsida","Alismatales","Potamogetonaceae","N","LC","Non-threatened",NA,10,"Palearctic","RiverR2",0,0,0,0,0,1,0,0,0,0,0,0,"Any",0,0,0,0,0,0,1,0,0,0,0,0,"None","None","None",2005,2006,1,2005.5,0.308021646,0.068692937,"Short",0.1,-0.041746521,15,39,NA,NA,"Nuclear","Microsatellite",NA,"Microsatellite",NA,9,NA,"He",NA,"Group2","SD",2,NA,NA,NA,0.429,"0.21741",0.412,"0.22987","Yes",9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",9,9,NA,0.21741,0.22987,-0.072367187,0.222367695,NA,3637,-2.3,5
"3638","Triest and Fenart - 2014 - Clonal diversity and spatial genetic structure of .pdf","2531","Triest, L., & FÈnart, S. (2014). Clonal diversity and spatial genetic structure of Potamogeton pectinatus in managed pond and river populations. Hydrobiologia, 737, 145 to 161. doi: 10.1007/s10750-013-1583-9","Hydrobiologia","Hydrobiologia","Marine & Freshwater Biology",74.09,2014,"Stuckenia pectinata",1087473,NA,"fennel pondweed","Plantae","Tracheophyta","Liliopsida","Alismatales","Potamogetonaceae","N","LC","Non-threatened",NA,10,"Palearctic","RiverR3",0,0,0,0,0,1,0,0,0,0,0,0,"Any",0,0,0,0,0,0,1,0,0,0,0,0,"None","None","None",2005,2006,1,2005.5,0.308021646,0.068692937,"Short",0.1,-0.041746521,29,39,NA,NA,"Nuclear","Microsatellite",NA,"Microsatellite",NA,9,NA,"He",NA,"Group2","SD",2,NA,NA,NA,0.462,"0.23117",0.433,"0.2252","Yes",9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",9,9,NA,0.23117,0.2252,-0.121027608,0.222629102,NA,3638,-2.3,5
"3639","Triest and Fenart - 2014 - Clonal diversity and spatial genetic structure of .pdf","2533","Triest, L., & FÈnart, S. (2014). Clonal diversity and spatial genetic structure of Potamogeton pectinatus in managed pond and river populations. Hydrobiologia, 737, 145 to 161. doi: 10.1007/s10750-013-1583-9","Hydrobiologia","Hydrobiologia","Marine & Freshwater Biology",74.09,2014,"Stuckenia pectinata",1087473,NA,"fennel pondweed","Plantae","Tracheophyta","Liliopsida","Alismatales","Potamogetonaceae","N","LC","Non-threatened",NA,10,"Palearctic","RiverR4",0,0,0,0,0,1,0,0,0,0,0,0,"Any",0,0,0,0,0,0,1,0,0,0,0,0,"None","None","None",2005,2006,1,2005.5,0.308021646,0.068692937,"Short",0.1,-0.041746521,22,39,NA,NA,"Nuclear","Microsatellite",NA,"Microsatellite",NA,9,NA,"He",NA,"Group2","SD",2,NA,NA,NA,0.618,"0.14288",0.548,"0.11371","Yes",9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",9,9,NA,0.14288,0.11371,-0.516310077,0.229627114,NA,3639,-2.3,5
"3640","Tripp-Valdez-2010-Population genetic structure.pdf","1935","Tripp-Valdez, M. A., GarcÌa de LeÛn, F. J., Ortega-GarcÌa, S., Lluch-Cota, D., LÛpez-MartÌnez, J., & Cruz, P. (2010). Population genetic structure of dolphinfish (Coryphaena hippurus) in the Gulf of California, using microsatellite loci. Fisheries Research, 105, 172 to 177. doi: 10.1016/j.fishres.2010.03.023","Fisheries Research","Fish Res.","Fisheries",64.55,2010,"Coryphaena hippurus",223663,NA,"dolphinfish","Animalia","Chordata","Actinopterygii","Perciformes","Coryphaenidae","N","LC","Non-threatened",NA,1,"Temperate Northern Pacific","Cabo St Lucas, California",0,0,0,1,0,0,0,0,0,0,0,0,"Any",0,0,0,0,0,1,0,0,0,0,0,0,"Population","Action","Legal only",2005,2006,1,2005.5,-0.047755294,0.068692937,"Short",1,-0.040422863,58,58.4,116.4,NA,"Nuclear","Microsatellite",NA,"Microsatellite",NA,5,NA,"A",NA,"Group1","SD",2,NA,NA,NA,17.6,"7.53658",11.6,"3.50714","Yes",5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",5,5,NA,7.53658,3.50714,-0.921983916,0.442502717,NA,3640,-1.4,5
"3641","Tripp-Valdez-2010-Population genetic structure.pdf","1936","Tripp-Valdez, M. A., GarcÌa de LeÛn, F. J., Ortega-GarcÌa, S., Lluch-Cota, D., LÛpez-MartÌnez, J., & Cruz, P. (2010). Population genetic structure of dolphinfish (Coryphaena hippurus) in the Gulf of California, using microsatellite loci. Fisheries Research, 105, 172 to 177. doi: 10.1016/j.fishres.2010.03.023","Fisheries Research","Fish Res.","Fisheries",64.55,2010,"Coryphaena hippurus",223663,NA,"dolphinfish","Animalia","Chordata","Actinopterygii","Perciformes","Coryphaenidae","N","LC","Non-threatened",NA,1,"Temperate Northern Pacific","Cabo St Lucas, California",0,0,0,1,0,0,0,0,0,0,0,0,"Any",0,0,0,0,0,1,0,0,0,0,0,0,"Population","Action","Legal only",2005,2006,1,2005.5,-0.047755294,0.068692937,"Short",1,-0.040422863,58,58.4,116.4,NA,"Nuclear","Microsatellite",NA,"Microsatellite",NA,5,NA,"Ho",NA,"Group3","SD",2,NA,NA,NA,0.888,"0.0476",0.804,"0.0826","Yes",5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",5,5,NA,0.0476,0.0826,-1.125496212,0.463337086,NA,3641,-1.4,5
"3642","Tripp-Valdez-2010-Population genetic structure.pdf","1937","Tripp-Valdez, M. A., GarcÌa de LeÛn, F. J., Ortega-GarcÌa, S., Lluch-Cota, D., LÛpez-MartÌnez, J., & Cruz, P. (2010). Population genetic structure of dolphinfish (Coryphaena hippurus) in the Gulf of California, using microsatellite loci. Fisheries Research, 105, 172 to 177. doi: 10.1016/j.fishres.2010.03.023","Fisheries Research","Fish Res.","Fisheries",64.55,2010,"Coryphaena hippurus",223663,NA,"dolphinfish","Animalia","Chordata","Actinopterygii","Perciformes","Coryphaenidae","N","LC","Non-threatened",NA,1,"Temperate Northern Pacific","Cabo St Lucas, California",0,0,0,1,0,0,0,0,0,0,0,0,"Any",0,0,0,0,0,1,0,0,0,0,0,0,"Population","Action","Legal only",2005,2006,1,2005.5,-0.047755294,0.068692937,"Short",1,-0.040422863,58,58.4,116.4,NA,"Nuclear","Microsatellite",NA,"Microsatellite",NA,5,NA,"He",NA,"Group2","SD",2,NA,NA,NA,0.848,"0.0606",0.82,"0.0731","Yes",5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",5,5,NA,0.0606,0.0731,-0.376671826,0.407094083,NA,3642,-1.4,5
"3643","Tripp-Valdez-2010-Population genetic structure.pdf","1938","Tripp-Valdez, M. A., GarcÌa de LeÛn, F. J., Ortega-GarcÌa, S., Lluch-Cota, D., LÛpez-MartÌnez, J., & Cruz, P. (2010). Population genetic structure of dolphinfish (Coryphaena hippurus) in the Gulf of California, using microsatellite loci. Fisheries Research, 105, 172 to 177. doi: 10.1016/j.fishres.2010.03.023","Fisheries Research","Fish Res.","Fisheries",64.55,2010,"Coryphaena hippurus",223663,NA,"dolphinfish","Animalia","Chordata","Actinopterygii","Perciformes","Coryphaenidae","N","LC","Non-threatened",NA,1,"Temperate Northern Pacific","Loreto, California",0,0,0,1,0,0,0,0,0,0,0,0,"Any",0,0,0,0,0,1,0,0,0,0,0,0,"Population","Action","Legal only",2005,2006,1,2005.5,-0.047755294,0.068692937,"Short",1,-0.040422863,55,32.8,87.8,NA,"Nuclear","Microsatellite",NA,"Microsatellite",NA,5,NA,"A",NA,"Group1","SD",2,NA,NA,NA,18.2,"7.66159",11.6,"5.12835","Yes",5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",5,5,NA,7.66159,5.12835,-0.914420543,0.441808246,NA,3643,-1.4,5
"3644","Tripp-Valdez-2010-Population genetic structure.pdf","1939","Tripp-Valdez, M. A., GarcÌa de LeÛn, F. J., Ortega-GarcÌa, S., Lluch-Cota, D., LÛpez-MartÌnez, J., & Cruz, P. (2010). Population genetic structure of dolphinfish (Coryphaena hippurus) in the Gulf of California, using microsatellite loci. Fisheries Research, 105, 172 to 177. doi: 10.1016/j.fishres.2010.03.023","Fisheries Research","Fish Res.","Fisheries",64.55,2010,"Coryphaena hippurus",223663,NA,"dolphinfish","Animalia","Chordata","Actinopterygii","Perciformes","Coryphaenidae","N","LC","Non-threatened",NA,1,"Temperate Northern Pacific","Loreto, California",0,0,0,1,0,0,0,0,0,0,0,0,"Any",0,0,0,0,0,1,0,0,0,0,0,0,"Population","Action","Legal only",2005,2006,1,2005.5,-0.047755294,0.068692937,"Short",1,-0.040422863,55,32.8,87.8,NA,"Nuclear","Microsatellite",NA,"Microsatellite",NA,5,NA,"Ho",NA,"Group3","SD",2,NA,NA,NA,0.93,"0.0339",0.854,"0.0688","Yes",5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",5,5,NA,0.0339,0.0688,-1.265722274,0.480102644,NA,3644,-1.4,5
"3645","Tripp-Valdez-2010-Population genetic structure.pdf","1940","Tripp-Valdez, M. A., GarcÌa de LeÛn, F. J., Ortega-GarcÌa, S., Lluch-Cota, D., LÛpez-MartÌnez, J., & Cruz, P. (2010). Population genetic structure of dolphinfish (Coryphaena hippurus) in the Gulf of California, using microsatellite loci. Fisheries Research, 105, 172 to 177. doi: 10.1016/j.fishres.2010.03.023","Fisheries Research","Fish Res.","Fisheries",64.55,2010,"Coryphaena hippurus",223663,NA,"dolphinfish","Animalia","Chordata","Actinopterygii","Perciformes","Coryphaenidae","N","LC","Non-threatened",NA,1,"Temperate Northern Pacific","Loreto, California",0,0,0,1,0,0,0,0,0,0,0,0,"Any",0,0,0,0,0,1,0,0,0,0,0,0,"Population","Action","Legal only",2005,2006,1,2005.5,-0.047755294,0.068692937,"Short",1,-0.040422863,55,32.8,87.8,NA,"Nuclear","Microsatellite",NA,"Microsatellite",NA,5,NA,"He",NA,"Group2","SD",2,NA,NA,NA,0.846,"0.0451",0.816,"0.0802","Yes",5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",5,5,NA,0.0451,0.0802,-0.416478106,0.408672701,NA,3645,-1.4,5
"3646","Tripp-Valdez-2010-Population genetic structure.pdf","1941","Tripp-Valdez, M. A., GarcÌa de LeÛn, F. J., Ortega-GarcÌa, S., Lluch-Cota, D., LÛpez-MartÌnez, J., & Cruz, P. (2010). Population genetic structure of dolphinfish (Coryphaena hippurus) in the Gulf of California, using microsatellite loci. Fisheries Research, 105, 172 to 177. doi: 10.1016/j.fishres.2010.03.023","Fisheries Research","Fish Res.","Fisheries",64.55,2010,"Coryphaena hippurus",223663,NA,"dolphinfish","Animalia","Chordata","Actinopterygii","Perciformes","Coryphaenidae","N","LC","Non-threatened",NA,1,"Temperate Northern Pacific","Guaymas, California",0,0,0,1,0,0,0,0,0,0,0,0,"Any",0,0,0,0,0,1,0,0,0,0,0,0,"Population","Action","Legal only",2005,2006,1,2005.5,-0.047755294,0.068692937,"Short",1,-0.040422863,62,51,113,NA,"Nuclear","Microsatellite",NA,"Microsatellite",NA,5,NA,"A",NA,"Group1","SD",2,NA,NA,NA,17.2,"5.76194",12.2,"3.70135","Yes",5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",5,5,NA,5.76194,3.70135,-0.932599495,0.443487091,NA,3646,-1.4,5
"3647","Tripp-Valdez-2010-Population genetic structure.pdf","1942","Tripp-Valdez, M. A., GarcÌa de LeÛn, F. J., Ortega-GarcÌa, S., Lluch-Cota, D., LÛpez-MartÌnez, J., & Cruz, P. (2010). Population genetic structure of dolphinfish (Coryphaena hippurus) in the Gulf of California, using microsatellite loci. Fisheries Research, 105, 172 to 177. doi: 10.1016/j.fishres.2010.03.023","Fisheries Research","Fish Res.","Fisheries",64.55,2010,"Coryphaena hippurus",223663,NA,"dolphinfish","Animalia","Chordata","Actinopterygii","Perciformes","Coryphaenidae","N","LC","Non-threatened",NA,1,"Temperate Northern Pacific","Guaymas, California",0,0,0,1,0,0,0,0,0,0,0,0,"Any",0,0,0,0,0,1,0,0,0,0,0,0,"Population","Action","Legal only",2005,2006,1,2005.5,-0.047755294,0.068692937,"Short",1,-0.040422863,62,51,113,NA,"Nuclear","Microsatellite",NA,"Microsatellite",NA,5,NA,"Ho",NA,"Group3","SD",2,NA,NA,NA,0.888,"0.10826",0.858,"0.0887","Yes",5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",5,5,NA,0.10826,0.0887,-0.27380316,0.403748409,NA,3647,-1.4,5
"3648","Tripp-Valdez-2010-Population genetic structure.pdf","1943","Tripp-Valdez, M. A., GarcÌa de LeÛn, F. J., Ortega-GarcÌa, S., Lluch-Cota, D., LÛpez-MartÌnez, J., & Cruz, P. (2010). Population genetic structure of dolphinfish (Coryphaena hippurus) in the Gulf of California, using microsatellite loci. Fisheries Research, 105, 172 to 177. doi: 10.1016/j.fishres.2010.03.023","Fisheries Research","Fish Res.","Fisheries",64.55,2010,"Coryphaena hippurus",223663,NA,"dolphinfish","Animalia","Chordata","Actinopterygii","Perciformes","Coryphaenidae","N","LC","Non-threatened",NA,1,"Temperate Northern Pacific","Guaymas, California",0,0,0,1,0,0,0,0,0,0,0,0,"Any",0,0,0,0,0,1,0,0,0,0,0,0,"Population","Action","Legal only",2005,2006,1,2005.5,-0.047755294,0.068692937,"Short",1,-0.040422863,62,51,113,NA,"Nuclear","Microsatellite",NA,"Microsatellite",NA,5,NA,"He",NA,"Group2","SD",2,NA,NA,NA,0.868,"0.0409",0.822,"0.0536","Yes",5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",5,5,NA,0.0409,0.0536,-0.87149608,0.437975271,NA,3648,-1.4,5
"3649","Troupin et al. - 2006 - Analysis of spatial genetic structure in an expand.pdf","341","Troupin, D., Nathan, R., & Vendramin, G. G. (2006). Analysis of spatial genetic structure in an expanding Pinus halepensis population reveals development of fine-scale genetic clustering over time. Molecular Ecology, 15, 3617 to 3630. doi: 10.1111/j.1365-294X.2006.03047.x","Molecular Ecology","Mol. Ecol.","Ecology",90.66,2006,"Pinus halepensis",212456,NA,NA,"Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","N","LC","Non-threatened",NA,26.8,"Palearctic",NA,0,0,0,0,0,0,0,0,0,0,0,1,"None",0,0,0,1,0,0,0,0,0,0,0,0,"Population","Action","Any other",1958,1973,15,1965.5,-0.403532233,-0.004976309,"Medium",0.559701493,-0.041070424,NA,NA,168,NA,"Mixed","Microsatellite",NA,"Microsatellite",NA,6,NA,"He",NA,"Group2","p",1,"beta",-5e-04,"0.308",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,6,NA,NA,-0.516058614,0.688859708,NA,3649,-1.840298507,-35
"3650","Troupin et al. - 2006 - Analysis of spatial genetic structure in an expand.pdf","342","Troupin, D., Nathan, R., & Vendramin, G. G. (2006). Analysis of spatial genetic structure in an expanding Pinus halepensis population reveals development of fine-scale genetic clustering over time. Molecular Ecology, 15, 3617 to 3630. doi: 10.1111/j.1365-294X.2006.03047.x","Molecular Ecology","Mol. Ecol.","Ecology",90.66,2006,"Pinus halepensis",212456,NA,NA,"Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","N","LC","Non-threatened",NA,26.8,"Palearctic",NA,0,0,0,0,0,0,0,0,0,0,0,1,"None",0,0,0,1,0,0,0,0,0,0,0,0,"Population","Action","Any other",1958,1973,15,1965.5,-0.403532233,-0.004976309,"Medium",0.559701493,-0.041070424,NA,NA,168,NA,"Mixed","Microsatellite",NA,"Microsatellite",NA,6,NA,"Ho",NA,"Group3","p",1,"beta",-0.0017,"0.04",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,6,NA,NA,-1.105629779,0.768534767,NA,3650,-1.840298507,-35
"3651","Troupin et al. - 2006 - Analysis of spatial genetic structure in an expand.pdf","A_80","Troupin, D., Nathan, R., & Vendramin, G. G. (2006). Analysis of spatial genetic structure in an expanding Pinus halepensis population reveals development of fine-scale genetic clustering over time. Molecular Ecology, 15, 3617 to 3630. doi: 10.1111/j.1365-294X.2006.03047.x","Molecular Ecology","Mol. Ecol.","Ecology",90.66,2006,"Pinus halepensis",212456,NA,NA,"Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","N","LC","Non-threatened",NA,26.8,"Palearctic",NA,0,0,0,0,0,0,0,0,0,0,0,1,"None",0,0,0,1,0,0,0,0,0,0,0,0,"Population","Action","Any other",1958,1973,15,1965.5,-0.403532233,-0.004976309,"Medium",0.559701493,-0.041070424,NA,NA,168,NA,"Mixed","Microsatellite",NA,"Microsatellite",NA,6,NA,"Ne",NA,"Group4","p",1,"beta",-0.006,"0.524",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,6,NA,NA,-0.314960664,0.674933352,NA,3651,-1.840298507,-35
"3652","Tseng et al. - 2003 - Historical Decline in the Japanese Eel Anguilla ja.pdf","3857","Tseng, M., Tzeng, W., & Lee, S. (2003). Historical Decline in the Japanese Eel Anguilla japonica in Northern Taiwan Inferred from Temporal Genetic Variations. Zoological Studies, 42, 556 to 563.","Zoological Studies","Zool. Stud.","Zoology",69.83,2003,"Anguilla japonica",854198,NA,"Japanese eel","Animalia","Chordata","Actinopterygii","Anguilliformes","Anguillidae","N","EN","Threatened",NA,6,"Indomalaya","Tanshui River Estuary at Shalung (SL) in northern Taiwan",0,0,0,1,0,1,0,0,0,1,0,0,"Any",0,0,0,0,0,0,1,0,0,0,0,0,"None","None","None",1998,1999,1,1998.5,-0.670364938,0.055800819,"Short",0.166666667,-0.041648472,29,32,NA,NA,"Nuclear","Microsatellite",NA,"Microsatellite",NA,6,NA,"A",NA,"Group1","SD",2,NA,NA,NA,13.167,"5.036",12.333,"4.32","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",6,6,NA,5.036,4.32,-0.164087573,0.334455197,NA,3652,-2.233333333,-2
"3653","Tseng et al. - 2003 - Historical Decline in the Japanese Eel Anguilla ja.pdf","3858","Tseng, M., Tzeng, W., & Lee, S. (2003). Historical Decline in the Japanese Eel Anguilla japonica in Northern Taiwan Inferred from Temporal Genetic Variations. Zoological Studies, 42, 556 to 563.","Zoological Studies","Zool. Stud.","Zoology",69.83,2003,"Anguilla japonica",854198,NA,"Japanese eel","Animalia","Chordata","Actinopterygii","Anguilliformes","Anguillidae","N","EN","Threatened",NA,6,"Indomalaya","Tanshui River Estuary at Shalung (SL) in northern Taiwan",0,0,0,1,0,1,0,0,0,1,0,0,"Any",0,0,0,0,0,0,1,0,0,0,0,0,"None","None","None",1998,1999,1,1998.5,-0.670364938,0.055800819,"Short",0.166666667,-0.041648472,29,32,NA,NA,"Nuclear","Microsatellite",NA,"Microsatellite",NA,6,NA,"Ho",NA,"Group3","SD",2,NA,NA,NA,0.695,"0.091",0.698,"0.088","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",6,6,NA,0.091,0.088,0.030936781,0.333373212,NA,3653,-2.233333333,-2
"3654","Tseng et al. - 2003 - Historical Decline in the Japanese Eel Anguilla ja.pdf","3859","Tseng, M., Tzeng, W., & Lee, S. (2003). Historical Decline in the Japanese Eel Anguilla japonica in Northern Taiwan Inferred from Temporal Genetic Variations. Zoological Studies, 42, 556 to 563.","Zoological Studies","Zool. Stud.","Zoology",69.83,2003,"Anguilla japonica",854198,NA,"Japanese eel","Animalia","Chordata","Actinopterygii","Anguilliformes","Anguillidae","N","EN","Threatened",NA,6,"Indomalaya","Tanshui River Estuary at Shalung (SL) in northern Taiwan",0,0,0,1,0,1,0,0,0,1,0,0,"Any",0,0,0,0,0,0,1,0,0,0,0,0,"None","None","None",1998,1999,1,1998.5,-0.670364938,0.055800819,"Short",0.166666667,-0.041648472,29,32,NA,NA,"Nuclear","Microsatellite",NA,"Microsatellite",NA,6,NA,"He",NA,"Group2","SD",2,NA,NA,NA,0.865,"0.106",0.848,"0.114","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",6,6,NA,0.106,0.114,-0.142563117,0.334180177,NA,3654,-2.233333333,-2
